@relation 'FIROInstances: -C 16'

@attribute 'Due diligence measures_Nom' {f,t}
@attribute 'Customer due diligence_Nom' {f,t}
@attribute 'Simplified due diligence_Nom' {f,t}
@attribute 'Enhanced due diligence_Nom' {f,t}
@attribute 'Customer Identity_Nom' {f,t}
@attribute 'Beneficial owner_Nom' {f,t}
@attribute 'Politically exposed persons_Nom' {f,t}
@attribute 'Public function_Nom' {f,t}
@attribute 'Business relationship_Nom' {f,t}
@attribute 'Purpose and nature of business relationship_Nom' {f,t}
@attribute 'Ownership and Control_Nom' {f,t}
@attribute 'Know your customer_Nom' {f,t}
@attribute KYC_Nom {f,t}
@attribute 'Correspondent banking_Nom' {f,t}
@attribute 'Customer identity_Nom' {f,t}
@attribute 'Customer verification_Nom' {f,t}
@attribute 'Reliable source documents_Nom' {f,t}
@attribute 'Documents, data and information_Nom' {f,t}
@attribute 'Identification and Verification requirements_Nom' {f,t}
@attribute 'Account opening_Nom' {f,t}
@attribute 'High-risk Customers_Nom' {f,t}
@attribute 'High-risk transactions_Nom' {f,t}
@attribute 'Risk-based assessment_Nom' {f,t}
@attribute Reports_Nom {f,t}
@attribute Reporting_Nom {f,t}
@attribute 'Annual Report_Nom' {f,t}
@attribute 'Internal Reporting_Nom' {f,t}
@attribute 'Internal Audits_Nom' {f,t}
@attribute 'Suspicious activity report_Nom' {f,t}
@attribute SAR_Nom {f,t}
@attribute Suspicions_Nom {f,t}
@attribute 'Suspicion of Money Laundering or Terrorist Financing_Nom' {f,t}
@attribute 'Suspicious Transaction report_Nom' {f,t}
@attribute STR_Nom {f,t}
@attribute SOCA_Nom {f,t}
@attribute 'Serious Organised Crime Agency_Nom' {f,t}
@attribute 'Requires information_Nom' {f,t}
@attribute Prosecution_Nom {f,t}
@attribute 'Search warrant_Nom' {f,t}
@attribute Penalties_Nom {f,t}
@attribute 'Civil penalty_Nom' {f,t}
@attribute 'Criminal penalty_Nom' {f,t}
@attribute 'Inspection of premises_Nom' {f,t}
@attribute 'Breach in compliance_Nom' {f,t}
@attribute 'Producing evidence_Nom' {f,t}
@attribute 'Enforcement powers_Nom' {f,t}
@attribute 'Regulatory authority_Nom' {f,t}
@attribute 'Supervisory body_Nom' {f,t}
@attribute 'Fail to comply_Nom' {f,t}
@attribute 'Criminal offence_Nom' {f,t}
@attribute 'Civil offence_Nom' {f,t}
@attribute 'Liable for criminal offence_Nom' {f,t}
@attribute 'Liable for civil offence_Nom' {f,t}
@attribute Monitoring_Nom {f,t}
@attribute 'Ongoing monitoring_Nom' {f,t}
@attribute 'Customer relationships_Nom' {f,t}
@attribute 'Transaction types_Nom' {f,t}
@attribute Countries_Nom {f,t}
@attribute 'Business Relationships_Nom' {f,t}
@attribute 'Suspicious Activity_Nom' {f,t}
@attribute 'Suspicious Transactions_Nom' {f,t}
@attribute Interpretation_Nom {f,t}
@attribute means_Nom {f,t}
@attribute 'has the meaning_Nom' {f,t}
@attribute 'have the same meaning_Nom' {f,t}
@attribute 'meaning of_Nom' {f,t}
@attribute 'have the meanings_Nom' {f,t}
@attribute Require_Nom {f,t}
@attribute must_Nom {f,t}
@attribute should_Nom {f,t}
@attribute register_Nom {f,t}
@attribute requirement_Nom {f,t}
@attribute text string
@attribute 'Internal Programme_Class' {0,1}
@attribute Enforcement_Class {0,1}
@attribute Defence_Class {0,1}
@attribute 'Training and Education_Class' {0,1}
@attribute Registration_Class {0,1}
@attribute Interpretation_Class {0,1}
@attribute Reporting_Class {0,1}
@attribute Disclosure_Class {0,1}
@attribute 'Suspicious Activity Reporting_Class' {0,1}
@attribute 'Record Keeping_Class' {0,1}
@attribute Penalty_Class {0,1}
@attribute 'Customer Due Diligence_Class' {0,1}
@attribute 'Review and Appeal Procedure_Class' {0,1}
@attribute Supervision_Class {0,1}
@attribute Monitoring_Class {0,1}
@attribute 'Customer Identification and Verification_Class' {0,1}

@data
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,'Costs of supervision  35   1 The Authority, the OFT and the Commissioners may impose charges—  a  on applicants for registration;   b  on relevant persons supervised by them.     2  Charges levied under paragraph (1) must not exceed such amount as the Authority, the OFT or the Commissioners (as the case may be) consider will enable them to meet any expenses reasonably incurred by them in carrying out their functions under these Regulations or for any incidental purpose.    3  Without prejudice to the generality of paragraph (2), a charge may be levied in respect of each of the premises at which a person carries on (or proposes to carry on) business.    4  The Authority must apply amounts paid to it by way of penalties imposed under regulation 42 towards expenses incurred in carrying out its functions under these Regulations or for any incidental purpose.    5  In paragraph (2), “expenses” in relation to the OFT includes expenses incurred by a local weights and measures authority or DETI pursuant to arrangements made for the purposes of these Regulations with the OFT—  a  by or on behalf of the authority; or   b  by DETI.',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,'Minor and consequential amendments  51  Schedule 6, which contains minor and consequential amendments to primary and secondary legislation, has effect.',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,'SCHEDULE 1  ACTIVITIES LISTED IN POINTS 2 TO 12 AND 14 OF ANNEX I TO THE BANKING CONSOLIDATION DIRECTIVE  Regulation 3(3)(a)    2  Lending including, inter alia: consumer credit, mortgage credit, factoring, with or without recourse, financing of commercial transactions (including forfeiting).    3  Financial leasing.    4  Money transmission services.    5  Issuing and administering means of payment (e.g. credit cards, travellers’ cheques and bankers’ drafts).    6  Guarantees and commitments.    7  Trading for own account or for account of customers in:  a  money market instruments (cheques, bills, certificates of deposit, etc.);   b  foreign exchange;   c  financial futures and options;   d  exchange and interest-rate instruments; or   e  transferable securities.     8  Participation in securities issues and the provision of services related to such issues.    9  Advice to undertakings on capital structure, industrial strategy and related questions and advice as well as services relating to mergers and the purchase of undertakings.    10  Money broking.    11  Portfolio management and advice.    12  Safekeeping and administration of securities.    14  Safe custody services',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
t,t,t,f,f,t,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,'SCHEDULE 2  FINANCIAL ACTIVITY, SIMPLIFIED DUE DILIGENCE AND POLITICALLY EXPOSED PERSONS  Regulations 4(1)(e) and (2), 13(6) and (8) and 14(5).    Financial activity on an occasional or very limited basis  1  For the purposes of regulation 4(1)(e) and (2), a person is to be considered as engaging in financial activity on an occasional or very limited basis if all the following conditions are fulfilled—  a  the person’s total annual turnover in respect of the financial activity does not exceed £64,000;   b  the financial activity is limited in relation to any customer to no more than one transaction exceeding 1,000 euro, whether the transaction is carried out in a single operation, or a series of operations which appear to be linked;   c  the financial activity does not exceed 5\% of the person’s total annual turnover;   d  the financial activity is ancillary and directly related to the person’s main activity;   e  the financial activity is not the transmission or remittance of money (or any representation of monetary value) by any means;   f  the person’s main activity is not that of a person falling within regulation 3(1)(a) to (f) or (h);   g  the financial activity is provided only to customers of the person’s main activity and is not offered to the public.      Simplified due diligence  2  For the purposes of regulation 13(6) , the conditions are—  a  the authority has been entrusted with public functions pursuant to the Treaty on the European Union , the Treaties on the European Communities or Community secondary legislation;   b  the authority’s identity is publicly available, transparent and certain;   c  the activities of the authority and its accounting practices are transparent;   d  either the authority is accountable to a Community institution or to the authorities of an EEA state, or otherwise appropriate check and balance procedures exist ensuring control of the authority’s activity.     3  For the purposes of regulation 13(8) , the conditions are—  a  the product has a written contractual base;   b  any related transaction is carried out through an account of the customer with a credit institution which is subject to the money laundering directive or with a credit institution situated in a non-EEA state which imposes requirements equivalent to those laid down in that directive;   c  the product or related transaction is not anonymous and its nature is such that it allows for the timely application of customer due diligence measures where there is a suspicion of money laundering or terrorist financing;   d  the product is within the following maximum threshold—  i  in the case of insurance policies or savings products of a similar nature, the annual premium is no more than 1,000 euro or there is a single premium of no more than 2,500 euro;   ii  in the case of products which are related to the financing of physical assets where the legal and beneficial title of the assets is not transferred to the customer until the termination of the contractual relationship (whether the transaction is carried out in a single operation or in several operations which appear to be linked), the annual payments do not exceed 15,000 euro;   iii  in all other cases, the maximum threshold is 15,000 euro;    e  the benefits of the product or related transaction cannot be realised for the benefit of third parties, except in the case of death, disablement, survival to a predetermined advanced age, or similar events;   f  in the case of products or related transactions allowing for the investment of funds in financial assets or claims, including insurance or other kinds of contingent claims—  i  the benefits of the product or related transaction are only realisable in the long term;   ii  the product or related transaction cannot be used as collateral; and   iii  during the contractual relationship, no accelerated payments are made, surrender clauses used or early termination takes place.       Politically exposed persons  4   1 For the purposes of regulation 14(5)—  a  individuals who are or have been entrusted with prominent public functions include the following—  i  heads of state, heads of government, ministers and deputy or assistant ministers;   ii  members of parliaments;   iii  members of supreme courts, of constitutional courts or of other high-level judicial bodies whose decisions are not generally subject to further appeal, other than in exceptional circumstances;   iv  members of courts of auditors or of the boards of central banks;   v  ambassadors, chargés d’affaires and high-ranking officers in the armed forces; and   vi  members of the administrative, management or supervisory bodies of state-owned enterprises;    b  the categories set out in paragraphs (i) to (vi) of sub-paragraph (a) do not include middle-ranking or more junior officials;   c  immediate family members include the following—  i  a spouse;   ii  a partner;   iii  children and their spouses or partners; and   iv  parents;    d  persons known to be close associates include the following—  i  any individual who is known to have joint beneficial ownership of a legal entity or legal arrangement, or any other close business relations, with a person referred to in regulation 14(5)(a) ; and   ii  any individual who has sole beneficial ownership of a legal entity or legal arrangement which is known to have been set up for the benefit of a person referred to in regulation 14(5)(a) .      2  In paragraph (1)(c), “partner” means a person who is considered by his national law as equivalent to a spouse.',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,'SCHEDULE 3  PROFESSIONAL BODIES  Regulations 17(2)(b), 23(1)(c) and 32(4)    PART 1 1  Association of Chartered Certified Accountants    2  Council for Licensed Conveyancers    3  Faculty of Advocates    4  General Council of the Bar    5  General Council of the Bar of Northern Ireland    6  Institute of Chartered Accountants in England and Wales    7  Institute of Chartered Accountants in Ireland    8  Institute of Chartered Accountants of Scotland    9  Law Society    10  Law Society of Scotland    11  Law Society of Northern Ireland     PART 2 12  Association of Accounting Technicians    13  Association of International Accountants    14  Association of Taxation Technicians    15  Chartered Institute of Management Accountants    16  Chartered Institute of Public Finance and Accountancy    17  Chartered Institute of Taxation    18  Faculty Office of the Archbishop of Canterbury    19  Insolvency Practitioners Association    20  Institute of Certified Bookkeepers    21  Institute of Financial Accountants',0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,'Policies and procedures  20   1 A relevant person must establish and maintain appropriate and risk-sensitive policies and procedures relating to—  a  customer due diligence measures and ongoing monitoring;   b  reporting;   c  record-keeping;   d  internal control;   e  risk assessment and management;   f  the monitoring and management of compliance with, and the internal communication of, such policies and procedures,  in order to prevent activities related to money laundering and terrorist financing.',0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,'The policies and procedures referred to in paragraph (1) include policies and procedures—  a  which provide for the identification and scrutiny of—  i  complex or unusually large transactions;   ii  unusual patterns of transactions which have no apparent economic or visible lawful purpose; and   iii  any other activity which the relevant person regards as particularly likely by its nature to be related to money laundering or terrorist financing;    b  which specify the taking of additional measures, where appropriate, to prevent the use for money laundering or terrorist financing of products and transactions which might favour anonymity;   c  to determine whether a customer is a politically exposed person;   d  under which—  i  an individual in the relevant person’s organisation is a nominated officer under Part 7 of the Proceeds of Crime Act 2002 and Part 3 of the Terrorism Act 2000 ;   ii  anyone in the organisation to whom information or other matter comes in the course of the business as a result of which he knows or suspects or has reasonable grounds for knowing or suspecting that a person is engaged in money laundering or terrorist financing is required to comply with Part 7 of the Proceeds of Crime Act 2002 or, as the case may be, Part 3 of the Terrorism Act 2000; and   iii  where a disclosure is made to the nominated officer, he must consider it in the light of any relevant information which is available to the relevant person and determine whether it gives rise to knowledge or suspicion or reasonable grounds for knowledge or suspicion that a person is engaged in money laundering or terrorist financing.',0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,'Paragraph (2)(d) does not apply where the relevant person is an individual who neither employs nor acts in association with any other person.',0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,'A credit or financial institution must establish and maintain systems which enable it to respond fully and rapidly to enquiries from financial investigators accredited under section 3 of the Proceeds of Crime Act 2002 (accreditation and training), persons acting on behalf of the Scottish Ministers in their capacity as an enforcement authority under that Act, officers of Revenue and Customs or constables as to—  a  whether it maintains, or has maintained during the previous five years, a business relationship with any person; and   b  the nature of that relationship.',0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,'A credit or financial institution must communicate where relevant the policies and procedures which it establishes and maintains in accordance with this regulation to its branches and subsidiary undertakings which are located outside the United Kingdom.',0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,t,'Requirement on authorised person to inform the Authority  31   1 An authorised person whose supervisory authority is the Authority must, before acting as a money service business or a trust or company service provider or within 28 days of so doing, inform the Authority that he intends, or has begun, to act as such.',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,'Paragraph (1) does not apply to an authorised person who—  a  immediately before 15th December 2007 was acting as a money service business or a trust or company service provider and continues to act as such after that date; and   b  before 15th January 2008 informs the Authority that he is or was acting as such.',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,'Where an authorised person whose supervisory authority is the Authority ceases to act as a money service business or a trust or company service provider, he must immediately inform the Authority.',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,'Any requirement imposed by this regulation is to be treated as if it were a requirement imposed by or under the 2000 Act.',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,'Powers of relevant officers  41   1 A relevant officer may only exercise powers under regulations 37 to 39 pursuant to arrangements made with the OFT—  a  by or on behalf of the local weights and measures authority of which he is an officer (“his authority”); or   b  by DETI.     2  Anything done or omitted to be done by, or in relation to, a relevant officer in the exercise or purported exercise of a power in this Part shall be treated for all purposes as having been done or omitted to be done by, or in relation to, an officer of the OFT.    3  Paragraph (2) does not apply for the purposes of any criminal proceedings brought against the relevant officer, his authority, DETI or the OFT, in respect of anything done or omitted to be done by the officer.    4  A relevant officer shall not disclose to any person other than the OFT and his authority or, as the case may be, DETI information obtained by him in the exercise of such powers unless—  a  he has the approval of the OFT to do so; or   b  he is under a duty to make the disclosure.',0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,'Obligations on public authorities  49   1 The following bodies and persons must, if they know or suspect or have reasonable grounds for knowing or suspecting that a person is or has engaged in money laundering or terrorist financing, as soon as reasonably practicable inform the Serious Organised Crime Agency—  a  the Auditor General for Scotland;   b  the Auditor General for Wales;   c  the Authority;   d  the Bank of England;   e  the Comptroller and Auditor General;   f  the Comptroller and Auditor General for Northern Ireland;   g  the Gambling Commission;   h  the OFT;   i  the Official Solicitor to the Supreme Court;   j  the Pensions Regulator;   k  the Public Trustee;   l  the Secretary of State, in the exercise of his functions under enactments relating to companies and insolvency;   m  the Treasury, in the exercise of their functions under the 2000 Act;   n  the Treasury Solicitor;   o  a designated professional body for the purposes of Part 20 of the 2000 Act (provision of financial services by members of the professions);   p  a person or inspector appointed under section 65 (investigations on behalf of Authority) or 66 (inspections and special meetings) of the Friendly Societies Act 1992 ;   q  an inspector appointed under section 49 of the Industrial and Provident Societies Act 1965 (appointment of inspectors) or section 18 of the Credit Unions Act 1979 (power to appoint inspector);   r  an inspector appointed under section 431 (investigation of a company on its own application), 432 (other company investigations), 442 (power to investigate company ownership) or 446 (investigation of share dealing) of the Companies Act 1985 or under Article 424, 425, 435 or 439 of the Companies (Northern Ireland) Order 1986 ;   s  a person or inspector appointed under section 55 (investigations on behalf of Authority) or 56 (inspections and special meetings) of the Building Societies Act 1986 ;   t  a person appointed under section 167 (appointment of persons to carry out investigations), 168(3) or (5) (appointment of persons to carry out investigations in particular cases), 169(1)(b) (investigations to support overseas regulator) or 284 (power to investigate affairs of a scheme) of the 2000 Act, or under regulations made under section 262(2)(k) (open-ended investment companies) of that Act, to conduct an investigation; and   u  a person authorised to require the production of documents under section 447 of the Companies Act 1985 (Secretary of State’s power to require production of documents), Article 440 of the Companies (Northern Ireland) Order 1986 or section 84 of the Companies Act 1989 (exercise of powers by officer).     2  A disclosure made under paragraph (1) is not to be taken to breach any restriction on the disclosure of information however imposed.',0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
t,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,'Ongoing monitoring  8   1 A relevant person must conduct ongoing monitoring of a business relationship.    2  “Ongoing monitoring” of a business relationship means—  a  scrutiny of transactions undertaken throughout the course of the relationship (including, where necessary, the source of funds) to ensure that the transactions are consistent with the relevant person’s knowledge of the customer, his business and risk profile; and   b  keeping the documents, data or information obtained for the purpose of applying customer due diligence measures up-to-date.     3  Regulation 7(3) applies to the duty to conduct ongoing monitoring under paragraph (1) as it applies to customer due diligence measures',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
t,t,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,'Record-keeping  19   1 Subject to paragraph (4), a relevant person must keep the records specified in paragraph (2) for at least the period specified in paragraph (3).    2  The records are—  a  a copy of, or the references to, the evidence of the customer’s identity obtained pursuant to regulation 7 , 8, 10, 14 or 16(4) ;   b  the supporting records (consisting of the original documents or copies) in respect of a business relationship or occasional transaction which is the subject of customer due diligence measures or ongoing monitoring.     3  The period is five years beginning on—  a  in the case of the records specified in paragraph (2)(a), the date on which—  i  the occasional transaction is completed; or   ii  the business relationship ends; or    b  in the case of the records specified in paragraph (2)(b)—  i  where the records relate to a particular transaction, the date on which the transaction is completed;   ii  for all other records, the date on which the business relationship ends.      4  A relevant person who is relied on by another person must keep the records specified in paragraph (2)(a) for five years beginning on the date on which he is relied on for the purposes of regulation 7, 10, 14 or 16(4) in relation to any business relationship or occasional transaction.    5  A person referred to in regulation 17(2)(a) or (b) who is relied on by a relevant person must, if requested by the person relying on him within the period referred to in paragraph (4)—  a  as soon as reasonably practicable make available to the person who is relying on him any information about the customer (and any beneficial owner) which he obtained when applying customer due diligence measures; and   b  as soon as reasonably practicable forward to the person who is relying on him copies of any identification and verification data and other relevant documents on the identity of the customer (and any beneficial owner) which he obtained when applying those measures.     6  A relevant person who relies on a person referred to in regulation 17(2)(c) or (d) (a “third party”) to apply customer due diligence measures must take steps to ensure that the third party will, if requested by the relevant person within the period referred to in paragraph (4)—  a  as soon as reasonably practicable make available to him any information about the customer (and any beneficial owner) which the third party obtained when applying customer due diligence measures; and   b  as soon as reasonably practicable forward to him copies of any identification and verification data and other relevant documents on the identity of the customer (and any beneficial owner) which the third party obtained when applying those measures.     7  Paragraphs (5) and (6) do not apply where a relevant person applies customer due diligence measures by means of an outsourcing service provider or agent.    8  For the purposes of this regulation, a person relies on another person where he does so in accordance with regulation 17(1).',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,'Offences by bodies corporate etc.  47   1 If an offence under regulation 45 committed by a body corporate is shown—  a  to have been committed with the consent or the connivance of an officer of the body corporate; or   b  to be attributable to any neglect on his part,  the officer as well as the body corporate is guilty of an offence and liable to be proceeded against and punished accordingly.    2  If an offence under regulation 45 committed by a partnership is shown—  a  to have been committed with the consent or the connivance of a partner; or   b  to be attributable to any neglect on his part,  the partner as well as the partnership is guilty of an offence and liable to be proceeded against and punished accordingly.    3  If an offence under regulation 45 committed by an unincorporated association (other than a partnership) is shown—  a  to have been committed with the consent or the connivance of an officer of the association; or   b  to be attributable to any neglect on his part,  that officer as well as the association is guilty of an offence and liable to be proceeded against and punished accordingly.    4  If the affairs of a body corporate are managed by its members, paragraph (1) applies in relation to the acts and defaults of a member in connection with his functions of management as if he were a director of the body.    5  Proceedings for an offence alleged to have been committed by a partnership or an unincorporated association must be brought in the name of the partnership or association (and not in that of its members).    6  A fine imposed on the partnership or association on its conviction of an offence is to be paid out of the funds of the partnership or association.    7  Rules of court relating to the service of documents are to have effect as if the partnership or association were a body corporate.    8  In proceedings for an offence brought against the partnership or association—  a  section 33 of the Criminal Justice Act 1925 (procedure on charge of offence against corporation) and Schedule 3 to the Magistrates’ Courts Act 1980 (corporations) apply as they do in relation to a body corporate;   b  section 70 (proceedings against bodies corporate) of the Criminal Procedure (Scotland) Act 1995 applies as it does in relation to a body corporate;   c  section 18 of the Criminal Justice (Northern Ireland) Act 1945 (procedure on charge) and Schedule 4 to the Magistrates’ Courts (Northern Ireland) Order 1981 (corporations) apply as they do in relation to a body corporate.     9  In this regulation—   “officer”—   in relation to a body corporate, means a director, manager, secretary, chief executive, member of the committee of management, or a person purporting to act in such a capacity; and   in relation to an unincorporated association, means any officer of the association or any member of its governing body, or a person purporting to act in such capacity; and      “partner” includes a person purporting to act as a partner.',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,'PART 2 CUSTOMER DUE DILIGENCE  Meaning of customer due diligence measures  5  “Customer due diligence measures” means—',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,'identifying the customer and verifying the customer’s identity on the basis of documents, data or information obtained from a reliable and independent source;',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,'identifying, where there is a beneficial owner who is not the customer, the beneficial owner and taking adequate measures, on a risk-sensitive basis, to verify his identity so that the relevant person is satisfied that he knows who the beneficial owner is, including, in the case of a legal person, trust or similar legal arrangement, measures to understand the ownership and control structure of the person, trust or arrangement',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,'obtaining information on the purpose and intended nature of the business relationship',0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
