@relation 'FIROModality: -C 2 '

@attribute Obligation_Class {0,1}
@attribute Prohibition_Class {0,1}
@attribute text string

@data
1,0,'(iii) Obligation of requesting financial \ninstitution. Any information requested \nunder paragraph (f)(3)(i)(B) or \n(f)(3)(ii)(B) of this section shall be \ntreated by the requesting institution, \nonce received, as if it had been included \nin the transmittal order to which such \ninformation relates.'
1,0,'(ii) In addition, the financial \ninstitution must verify that the \nindividual is a deposit accountholder or \nmust verify the individual’s identity. \nVerification may be either through a \nsignature card or other file or record at \nthe financial institution provided the \nVerDate Mar<15>2010 15:07 Oct 25, 2010 Jkt 223001 PO 00000 Frm 00021 Fmt 4701 Sfmt 4700 E:\\FR\\FM\\26OCR3.SGM 26OCR3ero\nw\ne\n o\nn\n D\nSK\n5C\nLS\n3C\n1P\nRO\nD \nwi\nth\n R\nUL\nES\n3\n65826 Federal Register / Vol. 75, No. 206 / Tuesday, October 26, 2010 / Rules and Regulations \ndeposit accountholder’s name and \naddress were verified previously and \nthat information was recorded on the \nsignature card or other file or record; or \nby examination of a document which is \nnormally acceptable within the banking \ncommunity as a means of identification \nwhen cashing checks for nondepositors \nand which contains the name and \naddress of the purchaser. If the deposit \naccountholder’s identity has not been \nverified previously, the financial \ninstitution shall verify the deposit \naccountholder’s identity by examination \nof a document which is normally \nacceptable within the banking \ncommunity as a means of identification \nwhen cashing checks for nondepositors \nand which contains the name and \naddress of the purchaser, and shall \nrecord the specific identifying \ninformation (e.g., State of issuance and \nnumber of driver’s license).'
1,0,'(2) If the purchaser does not have a \ndeposit account with the financial \ninstitution: \n(i)(A) The name and address of the \npurchaser; \n(B) The social security number of the \npurchaser, or if the purchaser is an alien \nand does not have a social security \nnumber, the alien identification \nnumber; \n(C) The date of birth of the purchaser; \n(D) The date of purchase; \n(E) The type(s) of instrument(s) \npurchased; \n(F) The serial number(s) of the \ninstrument(s) purchased; and \n(G) The amount in dollars of each of \nthe instrument(s) purchased'
1,0,'(ii) In addition, the financial \ninstitution shall verify the purchaser’s \nname and address by examination of a \ndocument which is normally acceptable \nwithin the banking community as a \nmeans of identification when cashing \nchecks for nondepositors and which \ncontains the name and address of the \npurchaser, and shall record the specific \nidentifying information (e.g., State of \nissuance and number of driver’s \nlicense).'
1,0,'(b) Contemporaneous purchases of the \nsame or different types of instruments \ntotaling $3,000 or more shall be treated \nas one purchase. Multiple purchases \nduring one business day totaling $3,000 \nor more shall be treated as one purchase \nif an individual employee, director, \nofficer, or partner of the financial \ninstitution has knowledge that these \npurchases have occurred.'
1,0,'(c) Records required to be kept shall \nbe retained by the financial institution \nfor a period of five years and shall be \nmade available to the Secretary upon \nrequest at any time'
1,0,'§ 1010.420 Records to be made and \nretained by persons having financial \ninterests in foreign financial accounts. \nRecords of accounts required by \n§ 1010.350 to be reported to the \nCommissioner of Internal Revenue shall \nbe retained by each person having a \nfinancial interest in or signature or other \nauthority over any such account. Such \nrecords shall contain the name in which \neach such account is maintained, the \nnumber or other designation of such \naccount, the name and address of the \nforeign bank or other person with whom \nsuch account is maintained, the type of \nsuch account, and the maximum value \nof each such account during the \nreporting period. Such records shall be \nretained for a period of 5 years and shall \nbe kept at all times available for \ninspection as authorized by law. In the \ncomputation of the period of 5 years, \nthere shall be disregarded any period \nbeginning with a date on which the \ntaxpayer is indicted or information \ninstituted on account of the filing of a \nfalse or fraudulent Federal income tax \nreturn or failing to file a Federal income \ntax return, and ending with the date on \nwhich final disposition is made of the \ncriminal proceeding.'
1,0,'§ 1010.430 Nature of records and retention \nperiod. \n(a) Wherever it is required that there \nbe retained either the original or a \nmicrofilm or other copy or reproduction \nof a check, draft, monetary instrument, \ninvestment security, or other similar \ninstrument, there shall be retained a \ncopy of both front and back of each such \ninstrument or document, except that no \ncopy need be retained of the back of any \ninstrument or document which is \nentirely blank or which contains only \nstandardized printed information, a \ncopy of which is on file.'
1,0,'(b) Records required by this chapter to \nbe retained by financial institutions may \nbe those made in the ordinary course of \nbusiness by a financial institution. If no \nrecord is made in the ordinary course of \nbusiness of any transaction with respect \nto which records are required to be \nretained by this chapter, then such a \nrecord shall be prepared in writing by \nthe financial institution.'
1,0,'(d) All records that are required to be \nretained by this chapter shall be \nretained for a period of five years. \nRecords or reports required to be kept \npursuant to an order issued under \n§ 1010.370 of this chapter shall be \nretained for the period of time specified \nin such order, not to exceed five years. \nAll such records shall be filed or stored \nin such a way as to be accessible within \na reasonable period of time, taking into \nconsideration the nature of the record, \nand the amount of time expired since \nthe record was made.'
1,0,'(b) Information requests based on \ncredible evidence concerning terrorist \nactivity or money laundering—(1) In \ngeneral. A law enforcement agency \ninvestigating terrorist activity or money \nlaundering may request that FinCEN \nsolicit, on the investigating agency’s \nbehalf, certain information from a \nfinancial institution or a group of \nfinancial institutions. When submitting \nsuch a request to FinCEN, the law \nenforcement agency shall provide \nFinCEN with a written certification, in \nsuch form and manner as FinCEN may \nprescribe. At a minimum, such \ncertification must: State that each \nindividual, entity, or organization about \nwhich the law enforcement agency is \nseeking information is engaged in, or is \nreasonably suspected based on credible \nevidence of engaging in, terrorist \nactivity or money laundering; include \nenough specific identifiers, such as date \nof birth, address, and social security \nnumber, that would permit a financial \ninstitution to differentiate between \ncommon or similar names; and identify \none person at the agency who can be \ncontacted with any questions relating to \nits request. Upon receiving the requisite \ncertification from the requesting law \nenforcement agency, FinCEN may \nrequire any financial institution to \nsearch its records to determine whether \nthe financial institution maintains or \nhas maintained accounts for, or has \nengaged in transactions with, any \nspecified individual, entity, or \norganization'
1,0,'(2) Requests from FinCEN. FinCEN \nmay solicit, on its own behalf and on \nbehalf of appropriate components of the \nDepartment of the Treasury, whether a \nfinancial institution or a group of \nfinancial institutions maintains or has \nmaintained accounts for, or has engaged \nin transactions with, any specified \nindividual, entity, or organization. \nBefore an information request under this \nsection is made to a financial \ninstitution, FinCEN or the appropriate \nTreasury component shall certify in \nwriting in the same manner as a \nrequesting law enforcement agency that \neach individual, entity or organization \nabout which FinCEN or the appropriate \nTreasury component is seeking \ninformation is engaged in, or is \nreasonably suspected based on credible \nevidence of engaging in, terrorist \nactivity or money laundering. The \ncertification also must include enough \nspecific identifiers, such as date of birth, \naddress, and social security number, \nthat would permit a financial institution \nto differentiate between common or \nsimilar names, and identify one person \nat FinCEN or the appropriate Treasury \ncomponent who can be contacted with \nany questions relating to its request.'
1,0,'(3) Obligations of a financial \ninstitution receiving an information \nrequest—(i) Record search. Upon \nreceiving an information request from \nFinCEN under this section, a financial \ninstitution shall expeditiously search its \nrecords to determine whether it \nmaintains or has maintained any \naccount for, or has engaged in any \ntransaction with, each individual, \nentity, or organization named in \nFinCEN’s request. A financial \ninstitution may contact the law \nenforcement agency, FinCEN or \nrequesting Treasury component \nrepresentative, or U.S. law enforcement \nattache´ in the case of a request by a \nforeign law enforcement agency, which \nhas been named in the information \nrequest provided to the institution by \nFinCEN with any questions relating to \nthe scope or terms of the request. Except \nas otherwise provided in the \ninformation request, a financial \ninstitution shall only be required to \nsearch its records for: \n(A) Any current account maintained \nfor a named suspect; \n(B) Any account maintained for a \nnamed suspect during the preceding \ntwelve months; and \n(C) Any transaction, as defined by \n§ 1010.505(d), conducted by or on \nbehalf of a named suspect, or any \ntransmittal of funds conducted in which \na named suspect was either the \ntransmittor or the recipient, during the \npreceding six months that is required \nunder law or regulation to be recorded \nby the financial institution or is \nrecorded and maintained electronically \nby the institution.'
1,0,'(ii) Report to FinCEN. If a financial \ninstitution identifies an account or \ntransaction identified with any \nindividual, entity, or organization \nnamed in a request from FinCEN, it \nshall report to FinCEN, in the manner \nand in the time frame specified in \nFinCEN’s request, the following \ninformation: \n(A) The name of such individual, \nentity, or organization; \n(B) The number of each such account, \nor in the case of a transaction, the date \nand type of each such transaction; and \n(C) Any Social Security number, \ntaxpayer identification number, \npassport number, date of birth, address, \nor other similar identifying information \nprovided by the individual, entity, or \norganization when each such account \nwas opened or each such transaction \nwas conducted.'
1,0,'(iii) Designation of contact person. \nUpon receiving an information request \nunder this section, a financial \ninstitution shall designate one person to \nbe the point of contact at the institution \nregarding the request and to receive \nsimilar requests for information from \nFinCEN in the future. When requested \nby FinCEN, a financial institution shall \nprovide FinCEN with the name, title, \nmailing address, e-mail address, \ntelephone number, and facsimile \nnumber of such person, in such manner \nas FinCEN may prescribe. A financial \ninstitution that has provided FinCEN \nwith contact information must promptly \nnotify FinCEN of any changes to such \ninformation.'
1,0,'(C) Each financial institution shall \nmaintain adequate procedures to protect \nthe security and confidentiality of \nrequests from FinCEN for information \nunder this section. The requirements of \nthis paragraph (b)(3)(iv)(C) shall be \ndeemed satisfied to the extent that a \nfinancial institution applies to such \ninformation procedures that the \ninstitution has established to satisfy the \nrequirements of section 501 of the \nGramm-Leach-Bliley Act (15 U.S.C. \n6801), and applicable regulations issued \nthereunder, with regard to the \nprotection of its customers’ nonpublic \npersonal information.'
1,0,'(2) Notice requirement. A financial \ninstitution or association of financial \ninstitutions that intends to share \ninformation as described in paragraph \n(b)(1) of this section shall submit to \nFinCEN a notice described on FinCEN’s \nInternet Web site, http:// \nwww.fincen.gov. Each notice provided \npursuant to this paragraph (b)(2) shall \nbe effective for the one year period \nbeginning on the date of the notice. In \norder to continue to engage in the \nsharing of information after the end of \nthe one year period, a financial \ninstitution or association of financial \ninstitutions must submit a new notice. \nCompleted notices may be submitted to \nFinCEN by accessing FinCEN’s Internet \nWeb site, http://www.fincen.gov., and \nentering the appropriate information as \ndirected, or, if a financial institution \ndoes not have Internet access, by mail \nto: FinCEN, P.O. Box 39, Vienna, VA \n22183.'
1,0,'(3) Verification requirement. Prior to \nsharing information as described in \nparagraph (b)(1) of this section, a \nfinancial institution or an association of \nfinancial institutions must take \nreasonable steps to verify that the other \nfinancial institution or association of \nfinancial institutions with which it \nintends to share information has \nsubmitted to FinCEN the notice required \nby paragraph (b)(2) of this section. A \nfinancial institution or an association of \nfinancial institutions may satisfy this \nparagraph (b)(3) by confirming that the \nother financial institution or association \nof financial institutions appears on a list \nthat FinCEN will periodically make \navailable to financial institutions or \nassociations of financial institutions that \nhave filed a notice with it, or by \nconfirming directly with the other \nfinancial institution or association of \nfinancial institutions that the requisite \nnotice has been filed.'
1,0,'(ii) Each financial institution or \nassociation of financial institutions that \nengages in the sharing of information \npursuant to this section shall maintain \nadequate procedures to protect the \nsecurity and confidentiality of such \ninformation. The requirements of this \nparagraph (b)(4)(ii) shall be deemed \nsatisfied to the extent that a financial \ninstitution applies to such information \nprocedures that the institution has \nestablished to satisfy the requirements \nof section 501 of the Gramm-Leach- \nBliley Act (15 U.S.C. 6801), and \napplicable regulations issued \nthereunder, with regard to the \nprotection of its customers’ nonpublic \npersonal information.'
1,0,'(c) Information sharing between \nfinancial institutions and the Federal \nGovernment. If, as a result of \ninformation shared pursuant to this \nsection, a financial institution knows, \nsuspects, or has reason to suspect that \nan individual, entity, or organization is \ninvolved in, or may be involved in \nterrorist activity or money laundering, \nand such institution is subject to a \nsuspicious activity reporting \nrequirement under this chapter or other \napplicable regulations, the institution \nshall file a Suspicious Activity Report in \naccordance with those regulations. In \nsituations involving violations requiring \nimmediate attention, such as when a \nreportable violation involves terrorist \nactivity or is ongoing, the financial \ninstitution shall immediately notify, by \ntelephone, an appropriate law \nenforcement authority and financial \ninstitution supervisory authorities in \naddition to filing timely a Suspicious \nActivity Report. A financial institution \nthat is not subject to a suspicious \nactivity reporting requirement is not \nrequired to file a Suspicious Activity \nReport or otherwise to notify law \nenforcement of suspicious activity that \nis detected as a result of information \nshared pursuant to this section. Such a \nfinancial institution is encouraged, \nhowever, to voluntarily report such \nactivity to FinCEN.'
1,0,'(d) No effect on financial institution \nreporting obligations. Nothing in this \nsubpart affects the obligation of a \nfinancial institution to file a Suspicious \nActivity Report pursuant to this chapter \nor any other applicable regulations, or to \notherwise contact directly a Federal \nagency concerning individuals or \nentities suspected of engaging in \nterrorist activity or money laundering.'
1,0,'§ 1010.610 Due diligence programs for \ncorrespondent accounts for foreign \nfinancial institutions. \n(a) In general. A covered financial \ninstitution shall establish a due \ndiligence program that includes \nappropriate, specific, risk-based, and, \nwhere necessary, enhanced policies, \nprocedures, and controls that are \nreasonably designed to enable the \ncovered financial institution to detect \nand report, on an ongoing basis, any \nknown or suspected money laundering \nactivity conducted through or involving \nany correspondent account established, \nmaintained, administered, or managed \nby such covered financial institution in \nthe United States for a foreign financial \ninstitution. The due diligence program \nrequired by this section shall be a part \nof the anti-money laundering program \notherwise required by this chapter. Such \npolicies, procedures, and controls shall \ninclude: \n(1) Determining whether any such \ncorrespondent account is subject to \nparagraph (b) of this section; \n(2) Assessing the money laundering \nrisk presented by such correspondent \naccount, based on a consideration of all \nrelevant factors, which shall include, as \nappropriate: \n(i) The nature of the foreign financial \ninstitution’s business and the markets it \nserves; \n(ii) The type, purpose, and anticipated \nactivity of such correspondent account; \n(iii) The nature and duration of the \ncovered financial institution’s \nrelationship with the foreign financial \ninstitution (and any of its affiliates); \n(iv) The anti-money laundering and \nsupervisory regime of the jurisdiction \nthat issued the charter or license to the \nforeign financial institution, and, to the \nextent that information regarding such \njurisdiction is reasonably available, of \nthe jurisdiction in which any company \nthat is an owner of the foreign financial \ninstitution is incorporated or chartered; \nand \n(v) Information known or reasonably \navailable to the covered financial \ninstitution about the foreign financial \ninstitution’s anti-money laundering \nrecord; and \n(3) Applying risk-based procedures \nand controls to each such correspondent \naccount reasonably designed to detect \nand report known or suspected money \nlaundering activity, including a periodic \nreview of the correspondent account \nactivity sufficient to determine \nconsistency with information obtained \nabout the type, purpose, and anticipated \nactivity of the account.'
1,0,'(b) Enhanced due diligence for certain \nforeign banks. In the case of a \ncorrespondent account established, \nmaintained, administered, or managed \nin the United States for a foreign bank \ndescribed in paragraph (c) of this \nsection, the due diligence program \nrequired by paragraph (a) of this section \nshall include enhanced due diligence \nprocedures designed to ensure that the \ncovered financial institution, at a \nminimum, takes reasonable steps to: \n(1) Conduct enhanced scrutiny of \nsuch correspondent account to guard \nagainst money laundering and to \nidentify and report any suspicious \ntransactions in accordance with \napplicable law and regulation. This \nenhanced scrutiny shall reflect the risk \nassessment of the account and shall \ninclude, as appropriate: \n(i) Obtaining and considering \ninformation relating to the foreign \nbank’s anti-money laundering program \nto assess the risk of money laundering \npresented by the foreign bank’s \ncorrespondent account;'
1,0,'(ii) Monitoring transactions to, from, \nor through the correspondent account in \na manner reasonably designed to detect \nmoney laundering and suspicious \nactivity; and'
1,0,'(iii)(A) Obtaining information from \nthe foreign bank about the identity of \nany person with authority to direct \ntransactions through any correspondent \naccount that is a payable-through \naccount, and the sources and beneficial \nowner of funds or other assets in the \npayable-through account.'
1,0,'(2) Determine whether the foreign \nbank for which the correspondent \naccount is established or maintained in \nturn maintains correspondent accounts \nfor other foreign banks that use the \nforeign correspondent account \nestablished or maintained by the \ncovered financial institution and, if so, \ntake reasonable steps to obtain \ninformation relevant to assess and \nmitigate money laundering risks \nassociated with the foreign bank’s \ncorrespondent accounts for other foreign \nbanks, including, as appropriate, the \nidentity of those foreign banks.'
1,0,'(3)(i) Determine, for any \ncorrespondent account established or \nmaintained for a foreign bank whose \nshares are not publicly traded, the \nidentity of each owner of the foreign \nbank and the nature and extent of each \nowner’s ownership interest.'
1,0,'(c) Foreign banks to be accorded \nenhanced due diligence. The due \ndiligence procedures described in \nparagraph (b) of this section are required \nfor any correspondent account \nmaintained for a foreign bank that \noperates under: \n(1) An offshore banking license; \n(2) A banking license issued by a \nforeign country that has been designated \nas non-cooperative with international \nanti-money laundering principles or \nprocedures by an intergovernmental \ngroup or organization of which the \nUnited States is a member and with \nwhich designation the U.S. \nrepresentative to the group or \norganization concurs; or \n(3) A banking license issued by a \nforeign country that has been designated \nby the Secretary as warranting special \nmeasures due to money laundering \nconcerns.'
1,0,'(d) Special procedures when due \ndiligence or enhanced due diligence \ncannot be performed. The due diligence \nprogram required by paragraphs (a) and \n(b) of this section shall include \nprocedures to be followed in \ncircumstances in which a covered \nfinancial institution cannot perform \nappropriate due diligence or enhanced \ndue diligence with respect to a \ncorrespondent account, including when \nthe covered financial institution should \nrefuse to open the account, suspend \ntransaction activity, file a suspicious \nactivity report, or close the account'
1,0,'(e) Applicability rules for general due \ndiligence. The provisions of paragraph \n(a) of this section apply to covered \nfinancial institutions as follows: \n(1) General rules—(i) Correspondent \naccounts established on or after July 5, \n2006. Effective July 5, 2006, the \nrequirements of paragraph (a) of this \nsection shall apply to each \nVerDate Mar<15>2010 15:07 Oct 25, 2010 Jkt 223001 PO 00000 Frm 00027 Fmt 4701 Sfmt 4700 E:\\FR\\FM\\26OCR3.SGM 26OCR3ero\nw\ne\n o\nn\n D\nSK\n5C\nLS\n3C\n1P\nRO\nD \nwi\nth\n R\nUL\nES\n3\n65832 Federal Register / Vol. 75, No. 206 / Tuesday, October 26, 2010 / Rules and Regulations \ncorrespondent account established on or \nafter that date. \n(ii) Correspondent accounts \nestablished before July 5, 2006. Effective \nOctober 2, 2006, the requirements of \nparagraph (a) of this section shall apply \nto each correspondent account \nestablished before July 5, 2006. \n(2) Special rules for certain banks. \nUntil the requirements of paragraph (a) \nof this section become applicable as set \nforth in paragraph (e)(1) of this section, \nthe due diligence requirements of 31 \nU.S.C. 5318(i)(1) shall continue to apply \nto any covered financial institution \nlisted in § 1010.605(e)(1)(i) through (vi).'
1,0,'(f) Applicability rules for enhanced \ndue diligence. The provisions of \nparagraph (b) of this section apply to \ncovered financial institutions as follows: \n(1) General rules—(i) Correspondent \naccounts established on or after \nFebruary 5, 2008. Effective February 5, \n2008, the requirements of paragraph (b) \nof this section shall apply to each \ncorrespondent account established on or \nafter such date. \n(ii) Correspondent accounts \nestablished before February 5, 2008. \nEffective May 5, 2008, the requirements \nof paragraph (b) of this section shall \napply to each correspondent account \nestablished before February 5, 2008. \n(2) Special rules for certain banks. \nUntil the requirements of paragraph (b) \nof this section become applicable as set \nforth in paragraph (f)(1) of this section, \nthe enhanced due diligence \nrequirements of 31 U.S.C. 5318(i)(2) \nshall continue to apply to any covered \nfinancial institutions listed in \n§ 1010.605(e)(1)(i) through (vi).'
1,0,'(2) Other compliance obligations of \nfinancial institutions unaffected. \nNothing in paragraph (g) of this section \nshall be construed to relieve a financial \ninstitution from its responsibility to \ncomply with any other applicable \nrequirement of law or regulation, \nincluding title 31, United States Code, \nand this chapter.'
1,0,'§ 1010.620 Due diligence programs for \nprivate banking accounts. \n(a) In general. A covered financial \ninstitution shall maintain a due \ndiligence program that includes \npolicies, procedures, and controls that \nare reasonably designed to detect and \nreport any known or suspected money \nlaundering or suspicious activity \nconducted through or involving any \nprivate banking account that is \nestablished, maintained, administered, \nor managed in the United States by such \nfinancial institution. The due diligence \nprogram required by this section shall \nbe a part of the anti-money laundering \nprogram otherwise required by this \nchapter.'
1,0,'(b) Minimum requirements. The due \ndiligence program required by \nparagraph (a) of this section shall be \ndesigned to ensure, at a minimum, that \nthe financial institution takes reasonable \nsteps to: \n(1) Ascertain the identity of all \nnominal and beneficial owners of a \nprivate banking account; \n(2) Ascertain whether any person \nidentified under paragraph (b)(1) of this \nsection is a senior foreign political \nfigure; \n(3) Ascertain the source(s) of funds \ndeposited into a private banking \naccount and the purpose and expected \nuse of the account; and \n(4) Review the activity of the account \nto ensure that it is consistent with the \ninformation obtained about the client’s \nsource of funds, and with the stated \npurpose and expected use of the \naccount, as needed to guard against \nmoney laundering, and to report, in \naccordance with applicable law and \nregulation, any known or suspected \nmoney laundering or suspicious activity \nconducted to, from, or through a private \nbanking account.'
1,0,'(c) Special requirements for senior \nforeign political figures. (1) In the case \nof a private banking account for which \na senior foreign political figure is a \nnominal or beneficial owner, the due \ndiligence program required by \nparagraph (a) of this section shall \ninclude enhanced scrutiny of such \naccount that is reasonably designed to \ndetect and report transactions that may \ninvolve the proceeds of foreign \ncorruption.'
1,0,'(d) Special procedures when due \ndiligence cannot be performed. The due \ndiligence program required by \nparagraph (a) of this section shall \ninclude procedures to be followed in \ncircumstances in which a covered \nfinancial institution cannot perform \nappropriate due diligence with respect \nto a private banking account, including \nwhen the covered financial institution \nshould refuse to open the account, \nsuspend transaction activity, file a \nsuspicious activity report, or close the \naccount.'
1,0,'(e) Applicability rules. The provisions \nof this section apply to covered \nfinancial institutions as follows: \n(1) General rules—(i) Private banking \naccounts established on or after July 5, \n2006. Effective July 5, 2006, the \nrequirements of this section shall apply \nto each private banking account \nestablished on or after such date. \n(ii) Private banking accounts \nestablished before July 5, 2006. Effective \nOctober 2, 2006, the requirements of \nthis section shall apply to each private \nbanking account established before July \n5, 2006. \n(2) Special rules for certain banks and \nfor brokers or dealers in securities, \nfutures commission merchants, and \nintroducing brokers. Until the \nrequirements of this section become \napplicable as set forth in paragraph \n(e)(1) of this section, the requirements of \n31 U.S.C. 5318(i)(3) shall continue to \napply to a covered financial institution \nlisted in § 1010.605(e)(1)(i) through (vi), \n(viii), or (ix).'
1,0,'(ii) Other compliance obligations of \nfinancial institutions unaffected. \nNothing in paragraph (e)(4) of this \nsection shall be construed to relieve a \nfinancial institution from its \nresponsibility to comply with any other \napplicable requirement of law or \nregulation, including title 31, United \nStates Code, and this chapter.'
1,0,'(ii) A covered financial institution \nshall take reasonable steps to ensure \nthat any correspondent account \nestablished, maintained, administered, \nor managed by that covered financial \ninstitution in the United States for a \nforeign bank is not being used by that \nforeign bank to indirectly provide \nbanking services to a foreign shell bank.'
1,0,'(2) Records of owners and agents. (i) \nExcept as provided in paragraph \n(a)(2)(ii) of this section, a covered \nfinancial institution that maintains a \ncorrespondent account in the United \nStates for a foreign bank shall maintain \nrecords in the United States identifying \nthe owners of each such foreign bank \nwhose shares are not publicly traded \nand the name and street address of a \nperson who resides in the United States \nand is authorized, and has agreed to be \nan agent to accept service of legal \nprocess for records regarding each such \naccount.'
1,0,'(b) Safe harbor. Subject to paragraphs \n(c) and (d) of this section, a covered \nfinancial institution will be deemed to \nbe in compliance with the requirements \nof paragraph (a) of this section with \nrespect to a foreign bank if the covered \nfinancial institution obtains, at least \nonce every three years, a certification or \nrecertification from the foreign bank.'
1,0,'(c) Interim verification. If at any time \na covered financial institution knows, \nsuspects, or has reason to suspect, that \nany information contained in a \ncertification or recertification provided \nby a foreign bank, or otherwise relied \nupon by the covered financial \ninstitution for purposes of this section, \nis no longer correct, the covered \nfinancial institution shall request that \nthe foreign bank verify or correct such \ninformation, or shall take other \nappropriate measures to ascertain the \naccuracy of the information or to obtain \ncorrect information, as appropriate. See \nparagraph (d)(3) of this section for \nadditional requirements if a foreign \nbank fails to verify or correct the \ninformation or if a covered financial \ninstitution cannot ascertain the accuracy \nof the information or obtain correct \ninformation.'
1,0,'(d) Closure of correspondent \naccounts—(1) Accounts existing on \nOctober 28, 2002. In the case of any \ncorrespondent account that was in \nexistence on October 28, 2002, if the \ncovered financial institution has not \nobtained a certification (or \nrecertification) from the foreign bank, or \nhas not otherwise obtained \ndocumentation of the information \nrequired by such certification (or \nrecertification), on or before March 31, \n2003, and at least once every three years \nthereafter, the covered financial \ninstitution shall close all correspondent \naccounts with such foreign bank within \na commercially reasonable time, and \nshall not permit the foreign bank to \nestablish any new positions or execute \nany transaction through any such \naccount, other than transactions \nnecessary to close the account.'
1,0,'(2) Accounts established after October \n28, 2002. In the case of any \ncorrespondent account established after \nOctober 28, 2002, if the covered \nfinancial institution has not obtained a \ncertification (or recertification), or has \nnot otherwise obtained documentation \nof the information required by such \ncertification (or recertification) within \n30 calendar days after the date the \naccount is established, and at least once \nevery three years thereafter, the covered \nfinancial institution shall close all \ncorrespondent accounts with such \nforeign bank within a commercially \nreasonable time, and shall not permit \nthe foreign bank to establish any new \npositions or execute any transaction \nthrough any such account, other than \ntransactions necessary to close the \naccount.'
1,0,'(3) Verification of previously provided \ninformation. In the case of a foreign \nbank with respect to which the covered \nfinancial institution undertakes to verify \ninformation pursuant to paragraph (c) of \nthis section, if the covered financial \ninstitution has not obtained, from the \nforeign bank or otherwise, verification \nof the information or corrected \ninformation within 90 calendar days \nafter the date of undertaking the \nverification, the covered financial \ninstitution shall close all correspondent \naccounts with such foreign bank within \na commercially reasonable time, and \nshall not permit the foreign bank to \nestablish any new positions or execute \nany transaction through any such \naccount, other than transactions \nnecessary to close the account.'
1,0,'(e) Recordkeeping requirement. A \ncovered financial institution shall retain \nthe original of any document provided \nby a foreign bank, and the original or a \ncopy of any document otherwise relied \nupon by the covered financial \ninstitution, for purposes of this section, \nfor at least 5 years after the date that the \ncovered financial institution no longer \nmaintains any correspondent account \nfor such foreign bank. A covered \nfinancial institution shall retain such \nrecords with respect to any foreign bank \nfor such longer period as the Secretary \nmay direct.'
1,0,'(3) Recordkeeping requirement. \nParagraph (e) of this section shall apply \nto any document provided by a foreign \nbank, or otherwise relied upon by a \ncovered financial institution, for \npurposes of the Interim Guidance.'
1,0,'(b) Requirements for covered financial \ninstitutions—(1) Prohibition on \ncorrespondent accounts. A covered \nfinancial institution shall terminate any \ncorrespondent account that is \nestablished, maintained, administered, \nor managed in the United States for, or \non behalf of, a Burmese banking \ninstitution. \n(2) Prohibition on indirect \ncorrespondent accounts. (i) If a covered \nfinancial institution has or obtains \nknowledge that a correspondent account \nestablished, maintained, administered, \nor managed by that covered financial \ninstitution in the United States for a \nforeign bank is being used by the foreign \nbank to provide banking services \nindirectly to a Burmese banking \ninstitution, the covered financial \ninstitution shall ensure that the \ncorrespondent account is no longer used \nto provide such services, including, \nwhere necessary, terminating the \ncorrespondent account; and'
1,0,'(b) Requirements for covered financial \ninstitutions—(1) Prohibition on \ncorrespondent accounts. A covered \nfinancial institution shall terminate any \ncorrespondent account that is \nestablished, maintained, administered, \nor managed in the United States for, or \non behalf of, Myanmar Mayflower Bank \nor Asia Wealth Bank.'
1,0,'(2) Prohibition on indirect \ncorrespondent accounts. (i) If a covered \nfinancial institution has or obtains \nknowledge that a correspondent account \nestablished, maintained, administered, \nor managed by that covered financial \ninstitution in the United States for a \nforeign bank is being used by the foreign \nbank to provide banking services \nindirectly to Myanmar Mayflower Bank \nor Asia Wealth Bank, the covered \nfinancial institution shall ensure that \nthe correspondent account is no longer \nused to provide such services, \nincluding, where necessary, terminating \nthe correspondent account; and'
1,0,'(b) Requirements for covered financial \ninstitutions—(1) Prohibition on direct \nuse of correspondent accounts. A \ncovered financial institution shall \nterminate any correspondent account \nthat is open or maintained in the United \nStates for, or on behalf of, Commercial \nBank of Syria. \n(2) Due diligence of correspondent \naccounts to prohibit indirect use. (i) A \ncovered financial institution shall apply \ndue diligence to its correspondent \naccounts that is reasonably designed to \nguard against their indirect use by \nCommercial Bank of Syria. At a \nminimum, that due diligence must \ninclude: \n(A) Notifying correspondent account \nholders that the correspondent account \nmay not be used to provide Commercial \nBank of Syria with access to the covered \nfinancial institution; and \n(B) Taking reasonable steps to identify \nany indirect use of its correspondent \naccounts by Commercial Bank of Syria, \nto the extent that such indirect use can \nbe determined from transactional \nrecords maintained in the covered \nfinancial institution’s normal course of \nbusiness. \n(ii) A covered financial institution \nshall take a risk-based approach when \ndeciding what, if any, additional due \ndiligence measures it should adopt to \nguard against the indirect use of its \ncorrespondent accounts by Commercial \nBank of Syria. \n(iii) A covered financial institution \nthat obtains knowledge that a \ncorrespondent account is being used by \nthe foreign bank to provide indirect \naccess to Commercial Bank of Syria \nshall take all appropriate steps to \nprevent such indirect access, including, \nwhere necessary, terminating the \ncorrespondent account. \n(iv) A covered financial institution \nrequired to terminate a correspondent \naccount pursuant to paragraph (b)(2)(iii) \nof this section: \n(A) Should do so within a \ncommercially reasonable time, and \nshould not permit the foreign bank to \nestablish any new positions or execute \nany transaction through such \ncorrespondent account, other than those \nnecessary to close the correspondent \naccount; and'
